image,NoF,ALB,BET,DOL,LAG,OTHER,SHARK,YFT
img_00005.jpg,0.990836048351196,0.005312713923452972,0.0003110077598702707,0.0015354813449515246,7.521606404112195e-06,0.00047418179443751426,0.0003795013273112566,0.0011435438923763784
img_00007.jpg,2.9597320347806504e-05,0.007515221804952033,4.40342601556801e-07,1.1882996762545934e-08,4.794862870307365e-07,3.6604795496674736e-08,4.523747758779615e-08,0.9924541673205417
img_00009.jpg,0.04698822008850136,0.6964347520478261,0.12544094310604176,2.1837448498070694e-05,3.2777637277302042e-06,0.13110553025539554,6.789648819514809e-08,5.3713935212302045e-06
img_00018.jpg,1.3791652205167501e-05,0.8216068130096136,0.01166437377387009,1.6943896913983625e-08,8.882777160455058e-09,0.1667135056076246,2.3051624557186094e-08,1.4670783879087759e-06
img_00027.jpg,2.8148389549135047e-05,0.1321468634746929,0.005766665025114335,8.154441354896871e-05,1.6577890639154593e-06,0.0238115225730817,0.000433201110386585,0.8377303972245624
img_00030.jpg,0.03913887430456866,0.9085881935333593,0.002049535196458673,9.183479040039184e-05,0.03173461054406958,0.01817765757770207,1.929616167601985e-06,0.0002173644372736827
img_00040.jpg,1.648926300860034e-05,0.0001596017106056555,2.828415724714825e-07,2.5881536209048573e-06,1.774863478325095e-08,0.00010990230422242734,0.9996958691122865,1.5248866048671932e-05
img_00046.jpg,0.9164013156235881,0.08300725810607737,2.7319961729638246e-05,0.0001130965598267338,5.656760693259931e-08,0.00013464713251493427,3.43869778625766e-05,0.0002819190707936935
img_00053.jpg,0.01266038298734322,0.9298256533034017,0.004022768446440755,1.268848676802104e-05,1.619956663733149e-07,0.05305221958349556,6.725440100491858e-05,0.00035887079587940764
img_00071.jpg,1.0539470656969292e-07,4.938325891610482e-06,2.108795525865208e-07,8.36966178410254e-10,0.9999945876192213,6.582963858034831e-10,1.75280649636521e-11,1.5626783739123965e-07
img_00075.jpg,1.273188931736659e-06,0.4108265442456743,0.11936164199007179,1.67218281213162e-05,8.490427701025911e-07,0.469723772758691,7.367413085119321e-09,6.918957832673502e-05
img_00102.jpg,0.005520243712944655,0.4959391400078664,0.00036101256006696,5.274247134465948e-06,8.770499049799162e-05,0.004514234181079366,0.00012612517570789047,0.4934462651247023
img_00103.jpg,1.6102779387121943e-06,0.9989421639639808,0.0005029557342466149,1.5536130100247914e-08,1.16023989777842e-05,0.0005311682880842405,1.7672234213380124e-09,1.0482033418275817e-05
img_00109.jpg,2.2256725730338898e-07,0.9947465310803935,0.001974120552639715,4.020673814474065e-07,2.2998060564627451e-07,0.003040564555313083,2.4752440076848783e-06,0.0002354539524016958
