image,NoF,ALB,BET,DOL,LAG,OTHER,SHARK,YFT
img_00005.jpg,0.9588818832738005,0.016859671543906548,0.002966576234284631,0.005867691081129626,0.0007316236347995375,0.0045594289614040665,0.005481781241390655,0.004651344029284397
img_00007.jpg,0.029532966965427766,0.3802372818723916,8.679801966668552e-05,5.298567788671463e-05,0.001190929081268885,0.0008292390379874286,0.0011499256191861984,0.5869198737261848
img_00009.jpg,0.006098040720130564,0.9879589539830872,0.0014510200227029401,3.7486320679672825e-05,0.0002476130018916361,0.002793050003585933,2.1986954795179517e-05,0.0013918489931271348
img_00018.jpg,0.0071178746765404,0.693966052593325,0.07890667138370829,0.0005018820467709761,0.001053152421982079,0.21627727928386623,0.0004380984108833941,0.0017389891829236279
img_00027.jpg,0.03236943621505979,0.31501513280161636,0.038809508856984934,0.01126362659523726,0.001068451863520209,0.06279870696467763,0.006642287129743789,0.53203284957316
img_00030.jpg,0.5515107694111973,0.3009195088400494,0.009371456237470916,0.012031474252688874,0.07742921382417065,0.03936569995805552,0.002086095490946049,0.007285781985421352
img_00040.jpg,0.03767205890770172,0.05876804336997184,0.0022602493451042206,0.0011611757796572704,0.00011517218402850217,0.01503621767493728,0.8710743800553499,0.013912702683249152
img_00046.jpg,0.9028184753100306,0.05695998652241026,0.00542642844254336,0.009495197894663994,0.001505405328435068,0.00884276772546049,0.0021922593494516306,0.012759479427004441
img_00053.jpg,0.05170144890371171,0.9216364561323614,0.005585575965749083,0.00048300096642827983,9.912744592813264e-05,0.018434940342374587,0.00045437644678529885,0.001605073796661376
img_00071.jpg,0.018334628947659977,0.007831627671664227,0.0011373923135312063,0.0002127545207533173,0.9715614001503716,0.00018467507056057917,2.6579431469273766e-05,0.0007109418939897754
img_00075.jpg,0.01591175667010969,0.5098099825657858,0.06156768290189782,0.0053562247201363955,0.002905360344195876,0.3604156686058044,0.0001421819873742707,0.04389114220469564
