image,NoF,ALB,BET,DOL,LAG,OTHER,SHARK,YFT
img_00005.jpg,0.9999969005770477,1.5699262375174158e-06,1.4072378174121133e-07,2.0905120745740742e-07,6.284932101759056e-09,3.509031215360564e-07,7.006616691857925e-07,1.2187200266189066e-07
img_00007.jpg,0.00012666325119347051,0.019837952725951017,2.8261386179193653e-08,2.042730483933279e-06,6.050012687654689e-06,1.0568895390417784e-07,1.4629489566369925e-07,0.9800270110344482
img_00009.jpg,7.974899141653677e-05,0.999545744255936,0.0003452351030071043,4.2665550648861796e-08,3.2459376067752567e-07,2.3040713092415808e-05,2.4666179885917476e-09,5.8612106185229176e-06
img_00018.jpg,0.00013871020316775308,0.9840217625770371,0.001511459730833812,4.237655758813721e-06,4.551900984801992e-05,0.012073899043401741,3.189895411246445e-06,0.0022012218845415036
img_00027.jpg,0.00020368932644083032,0.535799822410548,0.004860283394689119,0.0003458149877909277,2.2440097636951605e-07,0.0018719050355330634,1.7680875267427475e-05,0.45690057956875424
img_00030.jpg,0.9999805688853878,1.8634972715607278e-05,2.2226021419048917e-09,1.7373680351196738e-09,7.912211049401338e-07,1.3431257890065806e-10,9.446437804244704e-12,8.170625030474594e-10
img_00040.jpg,0.014318042533214097,0.00012931603146226902,8.821736680377887e-07,5.033837905135165e-07,1.0628443391285225e-08,4.37735243431617e-05,0.9854526044196578,5.486730542081182e-05
img_00046.jpg,0.9999967813311542,4.0879482870668476e-07,6.181408098575489e-07,2.2442376242043034e-07,1.8713162964419864e-08,2.8319009337856735e-07,1.6132339602670488e-06,5.2172228028478835e-08
img_00053.jpg,0.0033919218644495918,0.9890496752905161,3.0755273350954786e-05,0.0014270680150997438,4.25295530623859e-08,0.006017597068919713,5.41527993734088e-08,8.288580531144255e-05
img_00071.jpg,0.017316218203503257,1.7872003668156934e-06,1.3930566266728016e-08,2.1673950844779565e-08,0.9826520205115394,6.517958220461354e-10,4.1811058170431394e-11,2.9937786466626837e-05
img_00075.jpg,0.00037651029627039004,0.9987033857253834,2.1898955641612416e-05,5.700507134373027e-07,2.3427734492343507e-06,0.00043717292739826755,2.8274444250997255e-08,0.0004580909966994109
img_00102.jpg,0.001531917646019435,0.4703785001783978,0.00029330080238908283,0.00014292673748975303,0.0005682895283857329,0.0018199598892584717,0.00026257964623200533,0.5250025255718278
