image,NoF,ALB,BET,DOL,LAG,OTHER,SHARK,YFT
img_00005.jpg,0.7121836061649108,0.08796660383176544,0.028268303341297582,0.05354131959276943,0.006378454977398688,0.033463333622763755,0.030610933410349137,0.04758744505874487
img_00007.jpg,0.013277122875502681,0.1216129262091272,0.0024667168407950897,0.0005815317203145119,0.0025521928858114745,0.000912049083430486,0.0009926642231750042,0.8576047961618436
img_00009.jpg,0.14228935490273942,0.41833960923665303,0.21074269856977065,0.006607810355237244,0.003094623867093392,0.21449897303973775,0.0006563201492599946,0.003770609879508598
img_00018.jpg,0.007109180146031409,0.5778812631959506,0.10537014356853344,0.00048705535306904526,0.000376177232946381,0.30532426071847235,0.0005508757004342515,0.0029010440845623256
img_00027.jpg,0.008328557818224948,0.24502541181508558,0.07000970922573953,0.012745182819412672,0.002682872859702919,0.12345345549943494,0.0248578869412861,0.5128969230211133
img_00030.jpg,0.1489490634198079,0.5240120575121372,0.045777977026954644,0.01321896157549508,0.13696440453467687,0.10959976218494158,0.002819569579274459,0.018658204166712343
img_00040.jpg,0.011213073456455029,0.027800921141801337,0.0022052684608860652,0.005346138299250745,0.0007286352039475172,0.0239467669865089,0.9178914577245649,0.010867738726585606
img_00046.jpg,0.661194554420254,0.25301217141601556,0.010234980536808625,0.018066529909316436,0.0008640166449396152,0.019371971884703125,0.011221543312950173,0.02603423187501272
img_00053.jpg,0.10615263448041708,0.5919876532695446,0.06710610830199167,0.006703721627318465,0.0011715299563244204,0.18829269125779943,0.013062921681282813,0.025522739425321433
img_00071.jpg,0.0015967051062687882,0.00743924896449156,0.002107225354428515,0.0002307705355833267,0.9864981026773886,0.00020963596059342027,4.915761277319195e-05,0.001869153788472756
img_00075.jpg,0.002296115122360274,0.36685962317550036,0.22375998841876402,0.00643205899525852,0.0019525777869192984,0.38705575859280933,0.00029239000689283836,0.01135148790149537
img_00102.jpg,0.06752448590081768,0.40817776136578726,0.022682290607683436,0.004183523143586636,0.0128791650245775,0.062303381652500496,0.014893566172978757,0.40735582613206844
